timestamp,close
2015-12-01 14:30:00,15.59
2015-12-01 14:45:00,15.69
2015-12-01 15:00:00,15.64
2015-12-01 15:15:00,15.54
2015-12-01 15:30:00,15.61
2015-12-01 15:45:00,15.55
2015-12-01 16:00:00,15.59
2015-12-01 16:15:00,15.61
2015-12-01 16:30:00,15.64
2015-12-01 16:45:00,15.65
2015-12-01 17:00:00,15.64
2015-12-01 17:15:00,15.73
2015-12-01 17:30:00,15.73
2015-12-01 17:45:00,15.76
2015-12-01 18:00:00,15.74
2015-12-01 18:15:00,15.73
2015-12-01 18:30:00,15.74
2015-12-01 18:45:00,15.78
2015-12-01 19:00:00,15.8
2015-12-01 19:15:00,15.83
2015-12-01 19:30:00,15.85
2015-12-01 19:45:00,15.82
2015-12-01 20:00:00,15.81
2015-12-01 20:15:00,15.79
2015-12-01 20:30:00,15.85
2015-12-01 20:45:00,15.82
2015-12-01 21:00:00,15.78
2015-12-02 14:30:00,15.88
2015-12-02 14:45:00,15.81
2015-12-02 15:00:00,15.8
2015-12-02 15:15:00,15.74
2015-12-02 15:30:00,15.78
2015-12-02 15:45:00,15.8
2015-12-02 16:00:00,15.75
2015-12-02 16:15:00,15.67
2015-12-02 16:30:00,15.71
2015-12-02 16:45:00,15.68
2015-12-02 17:00:00,15.67
2015-12-02 17:15:00,15.67
2015-12-02 17:30:00,15.66
2015-12-02 17:45:00,15.62
2015-12-02 18:00:00,15.62
2015-12-02 18:15:00,15.66
2015-12-02 18:30:00,15.7
2015-12-02 18:45:00,15.65
2015-12-02 19:00:00,15.6
2015-12-02 19:15:00,15.54
2015-12-02 19:30:00,15.49
2015-12-02 19:45:00,15.44
2015-12-02 20:00:00,15.52
2015-12-02 20:15:00,15.56
2015-12-02 20:30:00,15.51
2015-12-02 20:45:00,15.46
2015-12-02 21:00:00,15.53
2015-12-03 14:30:00,15.57
2015-12-03 14:45:00,15.72
2015-12-03 15:00:00,15.63
2015-12-03 15:15:00,15.66
2015-12-03 15:30:00,15.66
2015-12-03 15:45:00,15.65
2015-12-03 16:00:00,15.79
2015-12-03 16:15:00,15.71
2015-12-03 16:30:00,15.69
2015-12-03 16:45:00,15.7
2015-12-03 17:00:00,15.66
2015-12-03 17:15:00,15.61
2015-12-03 17:30:00,15.6
2015-12-03 17:45:00,15.58
2015-12-03 18:00:00,15.61
2015-12-03 18:15:00,15.64
2015-12-03 18:30:00,15.66
2015-12-03 18:45:00,15.61
2015-12-03 19:00:00,15.47
2015-12-03 19:15:00,15.41
2015-12-03 19:30:00,15.36
2015-12-03 19:45:00,15.46
2015-12-03 20:00:00,15.46
2015-12-03 20:15:00,15.51
2015-12-03 20:30:00,15.5
2015-12-03 20:45:00,15.51
2015-12-03 21:00:00,15.53
2015-12-04 14:30:00,15.43
2015-12-04 14:45:00,15.34
2015-12-04 15:00:00,15.29
2015-12-04 15:15:00,15.25
2015-12-04 15:30:00,15.28
2015-12-04 15:45:00,15.35
2015-12-04 16:00:00,15.3
2015-12-04 16:15:00,15.35
2015-12-04 16:30:00,15.33
2015-12-04 16:45:00,15.32
2015-12-04 17:00:00,15.36
2015-12-04 17:15:00,15.36
2015-12-04 17:30:00,15.42
